participant, method, gaze, completion, cur_finger, prev_finger, type, duration_ms, cand_total, cand_index, time_since_1970_ms
zhenyi,TapGazer,MS,NC,l,f,tap,372.9526,0,0,1599324213656.3200
zhenyi,TapGazer,MS,NC,f,l,tap,686.1424,0,0,1599324214342.4700
zhenyi,TapGazer,MS,NC,m,f,tap,505.8079,0,0,1599324214848.2700
zhenyi,TapGazer,MS,NC,a,m,tap,685.6219,0,0,1599324215533.9000
zhenyi,TapGazer,MS,NC,t,a,tap,622.2898,0,0,1599324216156.1900
zhenyi,TapGazer,MS,NC,i,t,tap,1931.4709,0,0,1599324218087.6600
zhenyi,TapGazer,MS,NC,o,i,tap,1619.6736,0,0,1599324219707.3300
zhenyi,TapGazer,MS,NC,n,o,tap,1931.9398,0,0,1599324221639.2700
zhenyi,TapGazer,MS,NC,space,n,selection,1152.1767,0,0,1599324222791.4500
zhenyi,TapGazer,MS,NC,Space,space,selection,2119.5248,1,0,1599324224910.9700
zhenyi,TapGazer,MS,NC,s,Space,tap,13390.5043,0,0,1599324238301.4800
zhenyi,TapGazer,MS,NC,u,s,tap,342.9745,0,0,1599324238644.4500
zhenyi,TapGazer,MS,NC,p,u,tap,218.8533,0,0,1599324238863.3000
zhenyi,TapGazer,MS,NC,e,p,tap,217.1932,0,0,1599324239080.5000
zhenyi,TapGazer,MS,NC,r,e,tap,249.2210,0,0,1599324239329.7200
zhenyi,TapGazer,MS,NC,space,r,selection,2243.0744,0,0,1599324241572.7900
zhenyi,TapGazer,MS,NC,D,space,selection,5699.8775,1,1,1599324247272.6700
zhenyi,TapGazer,MS,NC,t,D,tap,52654.9015,0,0,1599324299928.5200
zhenyi,TapGazer,MS,NC,r,t,tap,311.6773,0,0,1599324300240.2000
zhenyi,TapGazer,MS,NC,e,r,tap,279.7605,0,0,1599324300519.9600
zhenyi,TapGazer,MS,NC,e,e,tap,281.2479,0,0,1599324300801.2100
zhenyi,TapGazer,MS,NC,space,e,selection,1931.3649,0,0,1599324302732.5800
new session
zhenyi,TapGazer,GS,NC,w,,tap,0.0000,0,0,1599516834161.7800
zhenyi,TapGazer,GS,NC,e,w,tap,123.6628,0,0,1599516834286.4700
zhenyi,TapGazer,GS,NC,l,e,tap,186.7180,0,0,1599516834473.1900
zhenyi,TapGazer,GS,NC,c,l,tap,218.0911,0,0,1599516834691.2800
zhenyi,TapGazer,GS,NC,o,c,tap,124.4050,0,0,1599516834815.6900
zhenyi,TapGazer,GS,NC,m,o,tap,156.1042,0,0,1599516834971.7900
zhenyi,TapGazer,GS,NC,e,m,tap,155.6826,0,0,1599516835127.4700
zhenyi,TapGazer,GS,NC,space,e,selection,312.4431,1,-1,1599516835439.9200
zhenyi,TapGazer,GS,NC,t,space,tap,1089.0829,0,0,1599516836529.0000
zhenyi,TapGazer,GS,NC,o,t,tap,155.4644,0,0,1599516836684.4700
zhenyi,TapGazer,GS,NC,space,o,selection,561.3810,4,0,1599516837245.8500
zhenyi,TapGazer,GS,NC,c,space,tap,435.8361,0,0,1599516837681.6800
zhenyi,TapGazer,GS,NC,h,c,tap,124.6012,0,0,1599516837806.2800
zhenyi,TapGazer,GS,NC,i,h,tap,93.2890,0,0,1599516837899.5700
zhenyi,TapGazer,GS,NC,space,i,selection,778.6029,1,-1,1599516838678.1800
zhenyi,TapGazer,GS,NC,i,,tap,0.0000,0,0,1599516839425.7900
zhenyi,TapGazer,GS,NC,n,i,tap,62.0546,0,0,1599516839487.8400
zhenyi,TapGazer,GS,NC,f,n,tap,93.3441,0,0,1599516839581.1800
zhenyi,TapGazer,GS,NC,o,f,tap,62.9886,0,0,1599516839644.1700
zhenyi,TapGazer,GS,NC,r,o,tap,125.8298,0,0,1599516839770.0000
zhenyi,TapGazer,GS,NC,m,r,tap,122.7430,0,0,1599516839892.7500
zhenyi,TapGazer,GS,NC,a,m,tap,63.8693,0,0,1599516839956.6100
zhenyi,TapGazer,GS,NC,t,a,tap,123.4897,0,0,1599516840080.1000
zhenyi,TapGazer,GS,NC,i,t,tap,124.2689,0,0,1599516840204.3700
zhenyi,TapGazer,GS,NC,o,i,tap,31.9142,0,0,1599516840236.2900
zhenyi,TapGazer,GS,NC,n,o,tap,92.7565,0,0,1599516840329.0400
zhenyi,TapGazer,GS,NC,space,n,selection,280.3073,1,0,1599516840609.3500
zhenyi,TapGazer,GS,NC,s,space,tap,405.2145,0,0,1599516841014.5700
zhenyi,TapGazer,GS,NC,u,s,tap,95.2508,0,0,1599516841109.8200
zhenyi,TapGazer,GS,NC,p,u,tap,93.7496,0,0,1599516841203.5700
zhenyi,TapGazer,GS,NC,e,p,tap,30.9202,0,0,1599516841234.4900
zhenyi,TapGazer,GS,NC,r,e,tap,124.2318,0,0,1599516841358.7200
zhenyi,TapGazer,GS,NC,space,r,selection,343.1479,1,0,1599516841701.8700
zhenyi,TapGazer,GS,NC,h,space,tap,467.2290,0,0,1599516842169.1000
zhenyi,TapGazer,GS,NC,i,h,tap,62.8324,0,0,1599516842231.9300
zhenyi,TapGazer,GS,NC,g,i,tap,61.9333,0,0,1599516842293.8600
zhenyi,TapGazer,GS,NC,h,g,tap,124.6653,0,0,1599516842418.5300
zhenyi,TapGazer,GS,NC,w,h,tap,61.9544,0,0,1599516842480.4800
zhenyi,TapGazer,GS,NC,a,w,tap,93.6283,0,0,1599516842574.1100
zhenyi,TapGazer,GS,NC,space,a,selection,373.0435,1,0,1599516842947.1500
new session
zhenyi,TapGazer,GS,NC,w,,tap,0.0000,0,0,1599516834161.7800
zhenyi,TapGazer,GS,NC,e,w,tap,123.6628,0,0,1599516834286.4700
zhenyi,TapGazer,GS,NC,l,e,tap,186.7180,0,0,1599516834473.1900
zhenyi,TapGazer,GS,NC,c,l,tap,218.0911,0,0,1599516834691.2800
zhenyi,TapGazer,GS,NC,o,c,tap,124.4050,0,0,1599516834815.6900
zhenyi,TapGazer,GS,NC,m,o,tap,156.1042,0,0,1599516834971.7900
zhenyi,TapGazer,GS,NC,e,m,tap,155.6826,0,0,1599516835127.4700
zhenyi,TapGazer,GS,NC,space,e,selection,312.4431,1,-1,1599516835439.9200
zhenyi,TapGazer,GS,NC,t,space,tap,1089.0829,0,0,1599516836529.0000
zhenyi,TapGazer,GS,NC,o,t,tap,155.4644,0,0,1599516836684.4700
zhenyi,TapGazer,GS,NC,space,o,selection,561.3810,4,0,1599516837245.8500
zhenyi,TapGazer,GS,NC,c,space,tap,435.8361,0,0,1599516837681.6800
zhenyi,TapGazer,GS,NC,h,c,tap,124.6012,0,0,1599516837806.2800
zhenyi,TapGazer,GS,NC,i,h,tap,93.2890,0,0,1599516837899.5700
zhenyi,TapGazer,GS,NC,space,i,selection,778.6029,1,-1,1599516838678.1800
zhenyi,TapGazer,GS,NC,i,,tap,0.0000,0,0,1599516839425.7900
zhenyi,TapGazer,GS,NC,n,i,tap,62.0546,0,0,1599516839487.8400
zhenyi,TapGazer,GS,NC,f,n,tap,93.3441,0,0,1599516839581.1800
zhenyi,TapGazer,GS,NC,o,f,tap,62.9886,0,0,1599516839644.1700
zhenyi,TapGazer,GS,NC,r,o,tap,125.8298,0,0,1599516839770.0000
zhenyi,TapGazer,GS,NC,m,r,tap,122.7430,0,0,1599516839892.7500
zhenyi,TapGazer,GS,NC,a,m,tap,63.8693,0,0,1599516839956.6100
zhenyi,TapGazer,GS,NC,t,a,tap,123.4897,0,0,1599516840080.1000
zhenyi,TapGazer,GS,NC,i,t,tap,124.2689,0,0,1599516840204.3700
zhenyi,TapGazer,GS,NC,o,i,tap,31.9142,0,0,1599516840236.2900
zhenyi,TapGazer,GS,NC,n,o,tap,92.7565,0,0,1599516840329.0400
zhenyi,TapGazer,GS,NC,space,n,selection,280.3073,1,0,1599516840609.3500
zhenyi,TapGazer,GS,NC,s,space,tap,405.2145,0,0,1599516841014.5700
zhenyi,TapGazer,GS,NC,u,s,tap,95.2508,0,0,1599516841109.8200
zhenyi,TapGazer,GS,NC,p,u,tap,93.7496,0,0,1599516841203.5700
zhenyi,TapGazer,GS,NC,e,p,tap,30.9202,0,0,1599516841234.4900
zhenyi,TapGazer,GS,NC,r,e,tap,124.2318,0,0,1599516841358.7200
zhenyi,TapGazer,GS,NC,space,r,selection,343.1479,1,0,1599516841701.8700
zhenyi,TapGazer,GS,NC,h,space,tap,467.2290,0,0,1599516842169.1000
zhenyi,TapGazer,GS,NC,i,h,tap,62.8324,0,0,1599516842231.9300
zhenyi,TapGazer,GS,NC,g,i,tap,61.9333,0,0,1599516842293.8600
zhenyi,TapGazer,GS,NC,h,g,tap,124.6653,0,0,1599516842418.5300
zhenyi,TapGazer,GS,NC,w,h,tap,61.9544,0,0,1599516842480.4800
zhenyi,TapGazer,GS,NC,a,w,tap,93.6283,0,0,1599516842574.1100
zhenyi,TapGazer,GS,NC,space,a,selection,373.0435,1,0,1599516842947.1500
new session
zhenyi,TapGazer,GS,WC,w,,tap,0.0000,0,0,1599861395471.5700
zhenyi,TapGazer,GS,WC,e,w,tap,1655.6842,0,0,1599861397127.2600
zhenyi,TapGazer,GS,WC,l,e,tap,1159.6968,0,0,1599861398286.9500
zhenyi,TapGazer,GS,WC,c,l,tap,650.3505,0,0,1599861398937.3000
zhenyi,TapGazer,GS,WC,space,c,selection,778.8714,5,-1,1599861399716.1700
zhenyi,TapGazer,GS,WC,t,space,tap,1044.0090,0,0,1599861400760.1800
zhenyi,TapGazer,GS,WC,o,t,tap,3681.0570,0,0,1599861404441.2400
zhenyi,TapGazer,GS,WC,space,o,selection,2551.7059,10,2,1599861406992.9500
zhenyi,TapGazer,GS,WC,c,space,tap,615.3638,0,0,1599861407608.3100
zhenyi,TapGazer,GS,WC,h,c,tap,911.2588,0,0,1599861408519.5700
zhenyi,TapGazer,GS,WC,i,h,tap,513.5582,0,0,1599861409033.1300
zhenyi,TapGazer,GS,WC,space,i,selection,597.3015,10,-1,1599861409630.4300
zhenyi,TapGazer,GS,WC,d,space,tap,2579.3456,0,0,1599861412209.7700
zhenyi,TapGazer,GS,WC,space,d,selection,645.9158,10,-1,1599861412855.6900
zhenyi,TapGazer,GS,WC,i,,tap,0.0000,0,0,1599861413948.7900
zhenyi,TapGazer,GS,WC,n,i,tap,1689.3428,0,0,1599861415639.1300
zhenyi,TapGazer,GS,WC,space,n,selection,2241.6069,10,-1,1599861417880.7300
zhenyi,TapGazer,GS,WC,s,space,tap,795.2770,0,0,1599861418676.0100
zhenyi,TapGazer,GS,WC,u,s,tap,2061.1488,0,0,1599861420737.1600
zhenyi,TapGazer,GS,WC,space,u,selection,41602.2221,10,-1,1599861462339.3800
new session
zhenyi,TapGazer,GS,NC,9,,tap,0.0000,0,0,1605966658001.3400
zhenyi,TapGazer,GS,NC,u,9,tap,134.8809,0,0,1605966658136.2200
zhenyi,TapGazer,GS,NC,t,u,tap,198.1166,0,0,1605966658334.3400
zhenyi,TapGazer,GS,NC,0,t,tap,132.6468,0,0,1605966658466.9900
zhenyi,TapGazer,GS,NC,t,0,tap,129.6515,0,0,1605966658596.6400
zhenyi,TapGazer,GS,NC,9,t,tap,183.4705,0,0,1605966658780.1100
zhenyi,TapGazer,GS,NC,q,9,tap,155.7287,0,0,1605966658935.8400
zhenyi,TapGazer,GS,NC,t,q,tap,325.6455,0,0,1605966659261.4800
zhenyi,TapGazer,GS,NC,n,t,selection,617.2514,1,0,1605966659878.7300
zhenyi,TapGazer,GS,NC,3,n,tap,308.6891,0,0,1605966660187.4200
zhenyi,TapGazer,GS,NC,u,3,tap,126.8619,0,0,1605966660314.2800
zhenyi,TapGazer,GS,NC,[,u,tap,98.7735,0,0,1605966660413.0600
zhenyi,TapGazer,GS,NC,4,[,tap,126.6618,0,0,1605966660539.7200
zhenyi,TapGazer,GS,NC,t,4,tap,87.7649,0,0,1605966660627.4800
zhenyi,TapGazer,GS,NC,n,t,selection,264.3137,1,0,1605966660891.8000
zhenyi,TapGazer,GS,NC,u,n,tap,338.3080,0,0,1605966661230.1100
zhenyi,TapGazer,GS,NC,9,u,tap,78.0986,0,0,1605966661308.2000
zhenyi,TapGazer,GS,NC,u,9,tap,118.1623,0,0,1605966661426.3700
zhenyi,TapGazer,GS,NC,t,u,tap,58.8478,0,0,1605966661485.2100
zhenyi,TapGazer,GS,NC,b,t,deletion,368.1490,0,0,1605966661853.3600
zhenyi,TapGazer,GS,NC,u,b,tap,360.2305,0,0,1605966662213.5900
zhenyi,TapGazer,GS,NC,9,u,tap,90.2081,0,0,1605966662303.8000
zhenyi,TapGazer,GS,NC,t,9,tap,140.3501,0,0,1605966662444.1500
zhenyi,TapGazer,GS,NC,u,t,tap,89.3618,0,0,1605966662533.5100
zhenyi,TapGazer,GS,NC,3,u,tap,119.0090,0,0,1605966662652.5200
zhenyi,TapGazer,GS,NC,q,3,tap,104.3241,0,0,1605966662756.8500
zhenyi,TapGazer,GS,NC,n,q,selection,289.9201,1,0,1605966663046.7700
zhenyi,TapGazer,GS,NC,9,,tap,0.0000,0,0,1605966663593.8800
zhenyi,TapGazer,GS,NC,u,9,tap,91.7556,0,0,1605966663685.6300
zhenyi,TapGazer,GS,NC,n,u,selection,190.5199,2,1,1605966663876.1500
zhenyi,TapGazer,GS,NC,3,n,tap,300.9476,0,0,1605966664177.1000
zhenyi,TapGazer,GS,NC,b,3,deletion,525.9229,0,0,1605966664703.0200
zhenyi,TapGazer,GS,NC,t,b,tap,270.4440,0,0,1605966664973.4700
zhenyi,TapGazer,GS,NC,q,t,tap,77.8662,0,0,1605966665051.3300
zhenyi,TapGazer,GS,NC,t,q,tap,163.5611,0,0,1605966665214.8900
zhenyi,TapGazer,GS,NC,0,t,tap,133.6429,0,0,1605966665348.5400
zhenyi,TapGazer,GS,NC,t,0,tap,132.9216,0,0,1605966665481.4600
zhenyi,TapGazer,GS,NC,9,t,tap,129.7971,0,0,1605966665611.2500
zhenyi,TapGazer,GS,NC,t,9,tap,155.6426,0,0,1605966665766.9000
zhenyi,TapGazer,GS,NC,n,t,selection,385.2740,1,0,1605966666152.1700
zhenyi,TapGazer,GS,NC,t,n,tap,483.0937,0,0,1605966666635.2600
zhenyi,TapGazer,GS,NC,3,t,tap,166.3144,0,0,1605966666801.5800
zhenyi,TapGazer,GS,NC,b,3,deletion,413.0832,0,0,1605966667214.6600
zhenyi,TapGazer,GS,NC,3,b,tap,268.7983,0,0,1605966667483.4600
zhenyi,TapGazer,GS,NC,4,3,tap,88.9275,0,0,1605966667572.3900
zhenyi,TapGazer,GS,NC,t,4,tap,345.3588,0,0,1605966667917.7500
zhenyi,TapGazer,GS,NC,n,t,selection,1261.5221,3,1,1605966669179.2700
zhenyi,TapGazer,GS,NC,t,n,tap,381.3013,0,0,1605966669560.5700
zhenyi,TapGazer,GS,NC,t,t,tap,189.5235,0,0,1605966669751.0900
zhenyi,TapGazer,GS,NC,0,t,tap,212.5999,0,0,1605966669963.6900
zhenyi,TapGazer,GS,NC,3,0,tap,123.0013,0,0,1605966670086.6900
zhenyi,TapGazer,GS,NC,3,3,tap,356.7514,0,0,1605966670443.4400
zhenyi,TapGazer,GS,NC,4,3,tap,154.3107,0,0,1605966670597.7500
zhenyi,TapGazer,GS,NC,t,4,tap,100.2836,0,0,1605966670698.0400
zhenyi,TapGazer,GS,NC,n,t,selection,345.8468,1,0,1605966671043.8800
zhenyi,TapGazer,GS,NC,t,,tap,0.0000,0,0,1605966672050.0200
zhenyi,TapGazer,GS,NC,u,t,tap,66.8637,0,0,1605966672116.8800
zhenyi,TapGazer,GS,NC,4,u,tap,100.6968,0,0,1605966672217.5800
zhenyi,TapGazer,GS,NC,n,4,selection,524.8083,3,0,1605966672742.3900
zhenyi,TapGazer,GS,NC,0,n,tap,383.2713,0,0,1605966673125.6600
zhenyi,TapGazer,GS,NC,q,0,tap,101.7282,0,0,1605966673227.3900
zhenyi,TapGazer,GS,NC,3,q,tap,143.3252,0,0,1605966673370.7100
zhenyi,TapGazer,GS,NC,4,3,tap,79.0732,0,0,1605966673449.7900
zhenyi,TapGazer,GS,NC,t,4,tap,139.3848,0,0,1605966673589.1700
zhenyi,TapGazer,GS,NC,n,t,selection,293.1688,1,0,1605966673882.3400
zhenyi,TapGazer,GS,NC,[,n,tap,971.5231,0,0,1605966674853.8600
zhenyi,TapGazer,GS,NC,9,[,tap,179.5979,0,0,1605966675033.4600
zhenyi,TapGazer,GS,NC,t,9,tap,129.6555,0,0,1605966675163.1200
zhenyi,TapGazer,GS,NC,b,t,deletion,879.3750,0,0,1605966676042.4900
zhenyi,TapGazer,GS,NC,[,b,tap,409.6518,0,0,1605966676452.1400
zhenyi,TapGazer,GS,NC,t,[,tap,202.3508,0,0,1605966676654.4900
zhenyi,TapGazer,GS,NC,9,t,tap,177.9132,0,0,1605966676832.4100
zhenyi,TapGazer,GS,NC,u,9,tap,144.9242,0,0,1605966676977.3300
zhenyi,TapGazer,GS,NC,t,u,tap,122.8803,0,0,1605966677100.2100
zhenyi,TapGazer,GS,NC,4,t,tap,139.6623,0,0,1605966677239.8700
zhenyi,TapGazer,GS,NC,t,4,tap,60.8369,0,0,1605966677300.7100
zhenyi,TapGazer,GS,NC,n,t,selection,255.3247,1,0,1605966677556.0400
zhenyi,TapGazer,GS,NC,9,n,tap,393.4816,0,0,1605966677949.5200
zhenyi,TapGazer,GS,NC,3,9,tap,79.9461,0,0,1605966678029.4600
zhenyi,TapGazer,GS,NC,n,3,selection,309.8347,2,0,1605966678339.3000
zhenyi,TapGazer,GS,NC,u,n,tap,268.8250,0,0,1605966678608.1200
zhenyi,TapGazer,GS,NC,q,u,tap,112.6986,0,0,1605966678720.8200
zhenyi,TapGazer,GS,NC,b,q,deletion,594.9171,0,0,1605966679315.7400
zhenyi,TapGazer,GS,NC,u,b,tap,265.0556,0,0,1605966679580.7900
zhenyi,TapGazer,GS,NC,q,u,tap,109.7067,0,0,1605966679690.5000
zhenyi,TapGazer,GS,NC,9,q,tap,301.1942,0,0,1605966679991.7000
zhenyi,TapGazer,GS,NC,9,9,tap,163.5486,0,0,1605966680155.2400
zhenyi,TapGazer,GS,NC,4,9,tap,172.8230,0,0,1605966680328.0700
zhenyi,TapGazer,GS,NC,4,4,tap,155.5835,0,0,1605966680483.6500
zhenyi,TapGazer,GS,NC,n,4,selection,202.8149,1,0,1605966680686.4700
zhenyi,TapGazer,GS,NC,q,,tap,0.0000,0,0,1605966683532.7600
zhenyi,TapGazer,GS,NC,0,q,tap,143.9015,0,0,1605966683676.6700
zhenyi,TapGazer,GS,NC,0,0,tap,115.6429,0,0,1605966683792.3100
zhenyi,TapGazer,GS,NC,n,0,selection,368.9218,2,0,1605966684161.2300
zhenyi,TapGazer,GS,NC,t,n,tap,165.5846,0,0,1605966684326.8100
zhenyi,TapGazer,GS,NC,0,t,tap,124.6974,0,0,1605966684451.5100
zhenyi,TapGazer,GS,NC,0,0,tap,132.3534,0,0,1605966684583.8700
zhenyi,TapGazer,GS,NC,4,0,tap,144.9213,0,0,1605966684728.7900
zhenyi,TapGazer,GS,NC,n,4,selection,278.5006,7,0,1605966685007.2900
zhenyi,TapGazer,GS,NC,t,n,tap,606.3240,0,0,1605966685613.6100
zhenyi,TapGazer,GS,NC,0,t,tap,87.2003,0,0,1605966685700.8100
zhenyi,TapGazer,GS,NC,u,0,tap,132.6642,0,0,1605966685833.4800
zhenyi,TapGazer,GS,NC,3,u,tap,147.1810,0,0,1605966685980.6600
zhenyi,TapGazer,GS,NC,n,3,selection,232.9092,3,0,1605966686213.5700
zhenyi,TapGazer,GS,NC,4,n,tap,325.2381,0,0,1605966686538.8000
zhenyi,TapGazer,GS,NC,4,4,tap,180.5784,0,0,1605966686719.3800
zhenyi,TapGazer,GS,NC,3,4,tap,172.7643,0,0,1605966686892.1500
zhenyi,TapGazer,GS,NC,4,3,tap,136.9424,0,0,1605966687029.0900
zhenyi,TapGazer,GS,NC,t,4,tap,143.6630,0,0,1605966687172.7500
zhenyi,TapGazer,GS,NC,t,t,tap,186.8140,0,0,1605966687359.5700
zhenyi,TapGazer,GS,NC,4,t,tap,215.9900,0,0,1605966687575.5600
zhenyi,TapGazer,GS,NC,n,4,selection,292.5367,1,0,1605966687868.0900
zhenyi,TapGazer,GS,NC,t,n,tap,489.5643,0,0,1605966688357.6600
zhenyi,TapGazer,GS,NC,u,t,tap,108.4080,0,0,1605966688466.0700
zhenyi,TapGazer,GS,NC,4,u,tap,137.7486,0,0,1605966688603.8100
zhenyi,TapGazer,GS,NC,t,4,tap,122.6859,0,0,1605966688726.5000
zhenyi,TapGazer,GS,NC,4,t,tap,111.6919,0,0,1605966688838.1900
zhenyi,TapGazer,GS,NC,n,4,selection,225.3978,2,1,1605966689063.5900
zhenyi,TapGazer,GS,NC,t,,tap,0.0000,0,0,1605966690797.6200
zhenyi,TapGazer,GS,NC,u,t,tap,111.7383,0,0,1605966690909.3600
zhenyi,TapGazer,GS,NC,4,u,tap,81.4093,0,0,1605966690990.7700
zhenyi,TapGazer,GS,NC,n,4,selection,293.2676,3,0,1605966691284.0400
zhenyi,TapGazer,GS,NC,3,n,tap,584.1088,0,0,1605966691868.1500
zhenyi,TapGazer,GS,NC,4,3,tap,87.1046,0,0,1605966691955.2500
zhenyi,TapGazer,GS,NC,4,4,tap,212.5538,0,0,1605966692167.8100
zhenyi,TapGazer,GS,NC,0,4,tap,124.4684,0,0,1605966692292.2700
zhenyi,TapGazer,GS,NC,u,0,tap,103.7541,0,0,1605966692396.0300
zhenyi,TapGazer,GS,NC,4,u,tap,108.2567,0,0,1605966692504.2900
zhenyi,TapGazer,GS,NC,n,4,selection,267.6316,1,0,1605966692771.9200
zhenyi,TapGazer,GS,NC,0,n,tap,468.1920,0,0,1605966693240.1100
zhenyi,TapGazer,GS,NC,q,0,tap,86.7684,0,0,1605966693326.8800
zhenyi,TapGazer,GS,NC,t,q,tap,270.1638,0,0,1605966693597.0400
zhenyi,TapGazer,GS,NC,t,t,tap,269.5597,0,0,1605966693866.6000
zhenyi,TapGazer,GS,NC,4,t,tap,222.1281,0,0,1605966694088.7300
zhenyi,TapGazer,GS,NC,3,4,tap,188.8778,0,0,1605966694277.6100
zhenyi,TapGazer,GS,NC,t,3,tap,100.7306,0,0,1605966694378.3400
zhenyi,TapGazer,GS,NC,n,t,selection,202.2908,1,0,1605966694580.6300
zhenyi,TapGazer,GS,NC,4,n,tap,412.6201,0,0,1605966694993.2500
zhenyi,TapGazer,GS,NC,0,4,tap,124.1897,0,0,1605966695117.4400
zhenyi,TapGazer,GS,NC,u,0,tap,84.2370,0,0,1605966695201.6800
zhenyi,TapGazer,GS,NC,t,u,tap,181.9503,0,0,1605966695383.6300
zhenyi,TapGazer,GS,NC,t,t,tap,167.5531,0,0,1605966695551.1800
zhenyi,TapGazer,GS,NC,t,t,tap,180.5174,0,0,1605966695731.7000
zhenyi,TapGazer,GS,NC,u,t,tap,189.0821,0,0,1605966695920.7800
zhenyi,TapGazer,GS,NC,b,u,deletion,626.4408,0,0,1605966696547.2200
zhenyi,TapGazer,GS,NC,4,b,tap,355.7650,0,0,1605966696902.9800
zhenyi,TapGazer,GS,NC,0,4,tap,268.8217,0,0,1605966697171.8100
zhenyi,TapGazer,GS,NC,u,0,tap,123.4823,0,0,1605966697295.2900
zhenyi,TapGazer,GS,NC,t,u,tap,234.6286,0,0,1605966697529.9200
zhenyi,TapGazer,GS,NC,u,t,tap,145.4786,0,0,1605966697675.4000
zhenyi,TapGazer,GS,NC,b,u,deletion,548.9647,0,0,1605966698224.3600
zhenyi,TapGazer,GS,NC,4,b,tap,302.9944,0,0,1605966698527.3500
zhenyi,TapGazer,GS,NC,0,4,tap,196.1146,0,0,1605966698723.4700
zhenyi,TapGazer,GS,NC,u,0,tap,89.3464,0,0,1605966698812.8200
zhenyi,TapGazer,GS,NC,u,u,tap,398.4965,0,0,1605966699211.3100
